date,area,area_type,population,cases,cumulative_cases
3/23/2023,Santa Clara,County,1967585,117,480078
3/24/2023,Santa Clara,County,1967585,108,480186
3/25/2023,Santa Clara,County,1967585,66,480252
3/26/2023,Santa Clara,County,1967585,69,480321
3/27/2023,Santa Clara,County,1967585,130,480451
3/28/2023,Santa Clara,County,1967585,116,480567
3/29/2023,Santa Clara,County,1967585,110,480677
3/30/2023,Santa Clara,County,1967585,113,480790
3/31/2023,Santa Clara,County,1967585,98,480888
4/1/2023,Santa Clara,County,1967585,89,480977
4/2/2023,Santa Clara,County,1967585,66,481043
4/3/2023,Santa Clara,County,1967585,152,481195
4/4/2023,Santa Clara,County,1967585,123,481318
4/5/2023,Santa Clara,County,1967585,102,481420
4/6/2023,Santa Clara,County,1967585,87,481507
4/7/2023,Santa Clara,County,1967585,93,481600
4/8/2023,Santa Clara,County,1967585,73,481673
4/9/2023,Santa Clara,County,1967585,59,481732
4/10/2023,Santa Clara,County,1967585,140,481872
4/11/2023,Santa Clara,County,1967585,105,481977
4/12/2023,Santa Clara,County,1967585,86,482063
4/13/2023,Santa Clara,County,1967585,91,482154
4/14/2023,Santa Clara,County,1967585,86,482240
4/15/2023,Santa Clara,County,1967585,76,482316
4/16/2023,Santa Clara,County,1967585,68,482384
4/17/2023,Santa Clara,County,1967585,100,482484
4/18/2023,Santa Clara,County,1967585,109,482593
4/19/2023,Santa Clara,County,1967585,83,482676
4/20/2023,Santa Clara,County,1967585,82,482758
4/21/2023,Santa Clara,County,1967585,67,482825
4/22/2023,Santa Clara,County,1967585,59,482884
4/23/2023,Santa Clara,County,1967585,65,482949
4/24/2023,Santa Clara,County,1967585,121,483070
4/25/2023,Santa Clara,County,1967585,83,483153
4/26/2023,Santa Clara,County,1967585,107,483260
4/27/2023,Santa Clara,County,1967585,104,483364
4/28/2023,Santa Clara,County,1967585,76,483440
4/29/2023,Santa Clara,County,1967585,54,483494
4/30/2023,Santa Clara,County,1967585,66,483560
5/1/2023,Santa Clara,County,1967585,92,483652
5/2/2023,Santa Clara,County,1967585,79,483731
5/3/2023,Santa Clara,County,1967585,68,483799
5/4/2023,Santa Clara,County,1967585,81,483880
5/5/2023,Santa Clara,County,1967585,85,483965
5/6/2023,Santa Clara,County,1967585,56,484021
5/7/2023,Santa Clara,County,1967585,54,484075
5/8/2023,Santa Clara,County,1967585,82,484157
5/9/2023,Santa Clara,County,1967585,74,484231
5/10/2023,Santa Clara,County,1967585,76,484307
5/11/2023,Santa Clara,County,1967585,88,484395
5/12/2023,Santa Clara,County,1967585,82,484477
5/13/2023,Santa Clara,County,1967585,61,484538
5/14/2023,Santa Clara,County,1967585,49,484587
5/15/2023,Santa Clara,County,1967585,83,484670
5/16/2023,Santa Clara,County,1967585,79,484749
5/17/2023,Santa Clara,County,1967585,89,484838
5/18/2023,Santa Clara,County,1967585,96,484934
5/19/2023,Santa Clara,County,1967585,78,485012
5/20/2023,Santa Clara,County,1967585,53,485065
5/21/2023,Santa Clara,County,1967585,63,485128
5/22/2023,Santa Clara,County,1967585,69,485197
5/23/2023,Santa Clara,County,1967585,63,485260
5/24/2023,Santa Clara,County,1967585,57,485317
5/25/2023,Santa Clara,County,1967585,50,485367
5/26/2023,Santa Clara,County,1967585,52,485419
5/27/2023,Santa Clara,County,1967585,45,485464
5/28/2023,Santa Clara,County,1967585,52,485516
5/29/2023,Santa Clara,County,1967585,51,485567
5/30/2023,Santa Clara,County,1967585,88,485655
5/31/2023,Santa Clara,County,1967585,64,485719
6/1/2023,Santa Clara,County,1967585,68,485787
6/2/2023,Santa Clara,County,1967585,49,485836
6/3/2023,Santa Clara,County,1967585,60,485896
6/4/2023,Santa Clara,County,1967585,45,485941
6/5/2023,Santa Clara,County,1967585,73,486014
6/6/2023,Santa Clara,County,1967585,71,486085
6/7/2023,Santa Clara,County,1967585,68,486153
6/8/2023,Santa Clara,County,1967585,52,486205
6/9/2023,Santa Clara,County,1967585,45,486250
6/10/2023,Santa Clara,County,1967585,19,486269
6/11/2023,Santa Clara,County,1967585,35,486304
6/12/2023,Santa Clara,County,1967585,52,486356
6/13/2023,Santa Clara,County,1967585,54,486410
6/14/2023,Santa Clara,County,1967585,49,486459
6/15/2023,Santa Clara,County,1967585,46,486505
6/16/2023,Santa Clara,County,1967585,52,486557
6/17/2023,Santa Clara,County,1967585,37,486594
6/18/2023,Santa Clara,County,1967585,42,486636
6/19/2023,Santa Clara,County,1967585,48,486684
6/20/2023,Santa Clara,County,1967585,63,486747
6/21/2023,Santa Clara,County,1967585,56,486803
6/22/2023,Santa Clara,County,1967585,54,486857
6/23/2023,Santa Clara,County,1967585,59,486916
6/24/2023,Santa Clara,County,1967585,49,486965
6/25/2023,Santa Clara,County,1967585,40,487005
6/26/2023,Santa Clara,County,1967585,121,487126
6/27/2023,Santa Clara,County,1967585,68,487194
6/28/2023,Santa Clara,County,1967585,82,487276
6/29/2023,Santa Clara,County,1967585,53,487329
6/30/2023,Santa Clara,County,1967585,62,487391
7/1/2023,Santa Clara,County,1967585,38,487429
7/2/2023,Santa Clara,County,1967585,39,487468
7/3/2023,Santa Clara,County,1967585,61,487529
7/4/2023,Santa Clara,County,1967585,33,487562
7/5/2023,Santa Clara,County,1967585,94,487656
7/6/2023,Santa Clara,County,1967585,91,487747
7/7/2023,Santa Clara,County,1967585,78,487825
7/8/2023,Santa Clara,County,1967585,42,487867
7/9/2023,Santa Clara,County,1967585,43,487910
7/10/2023,Santa Clara,County,1967585,122,488032
7/11/2023,Santa Clara,County,1967585,79,488111
7/12/2023,Santa Clara,County,1967585,66,488177
7/13/2023,Santa Clara,County,1967585,68,488245
7/14/2023,Santa Clara,County,1967585,60,488305
7/15/2023,Santa Clara,County,1967585,56,488361
7/16/2023,Santa Clara,County,1967585,59,488420
7/17/2023,Santa Clara,County,1967585,88,488508
7/18/2023,Santa Clara,County,1967585,75,488583
7/19/2023,Santa Clara,County,1967585,77,488660
7/20/2023,Santa Clara,County,1967585,83,488743
7/21/2023,Santa Clara,County,1967585,76,488819
7/22/2023,Santa Clara,County,1967585,77,488896
7/23/2023,Santa Clara,County,1967585,63,488959
7/24/2023,Santa Clara,County,1967585,105,489064
7/25/2023,Santa Clara,County,1967585,74,489138
7/26/2023,Santa Clara,County,1967585,65,489203
7/27/2023,Santa Clara,County,1967585,86,489289
7/28/2023,Santa Clara,County,1967585,99,489388
7/29/2023,Santa Clara,County,1967585,75,489463
7/30/2023,Santa Clara,County,1967585,76,489539
7/31/2023,Santa Clara,County,1967585,105,489644
8/1/2023,Santa Clara,County,1967585,132,489776
8/2/2023,Santa Clara,County,1967585,104,489880
8/3/2023,Santa Clara,County,1967585,102,489982
8/4/2023,Santa Clara,County,1967585,101,490083
8/5/2023,Santa Clara,County,1967585,102,490185
8/6/2023,Santa Clara,County,1967585,80,490265
8/7/2023,Santa Clara,County,1967585,136,490401
8/8/2023,Santa Clara,County,1967585,136,490537
8/9/2023,Santa Clara,County,1967585,120,490657
8/10/2023,Santa Clara,County,1967585,121,490778
8/11/2023,Santa Clara,County,1967585,139,490917
8/12/2023,Santa Clara,County,1967585,110,491027
8/13/2023,Santa Clara,County,1967585,100,491127
8/14/2023,Santa Clara,County,1967585,160,491287
8/15/2023,Santa Clara,County,1967585,166,491453
8/16/2023,Santa Clara,County,1967585,141,491594
8/17/2023,Santa Clara,County,1967585,152,491746
8/18/2023,Santa Clara,County,1967585,131,491877
8/19/2023,Santa Clara,County,1967585,113,491990
8/20/2023,Santa Clara,County,1967585,119,492109
8/21/2023,Santa Clara,County,1967585,215,492324
8/22/2023,Santa Clara,County,1967585,162,492486
8/23/2023,Santa Clara,County,1967585,156,492642
8/24/2023,Santa Clara,County,1967585,176,492818
8/25/2023,Santa Clara,County,1967585,143,492961
8/26/2023,Santa Clara,County,1967585,101,493062
8/27/2023,Santa Clara,County,1967585,98,493160
8/28/2023,Santa Clara,County,1967585,166,493326
8/29/2023,Santa Clara,County,1967585,176,493502
8/30/2023,Santa Clara,County,1967585,145,493647
8/31/2023,Santa Clara,County,1967585,158,493805
9/1/2023,Santa Clara,County,1967585,158,493963
9/2/2023,Santa Clara,County,1967585,114,494077
9/3/2023,Santa Clara,County,1967585,97,494174
9/4/2023,Santa Clara,County,1967585,107,494281
9/5/2023,Santa Clara,County,1967585,178,494459
9/6/2023,Santa Clara,County,1967585,147,494606
9/7/2023,Santa Clara,County,1967585,150,494756
9/8/2023,Santa Clara,County,1967585,144,494900
9/9/2023,Santa Clara,County,1967585,117,495017
9/10/2023,Santa Clara,County,1967585,63,495080
9/11/2023,Santa Clara,County,1967585,175,495255
9/12/2023,Santa Clara,County,1967585,132,495387
9/13/2023,Santa Clara,County,1967585,110,495497
9/14/2023,Santa Clara,County,1967585,104,495601
9/15/2023,Santa Clara,County,1967585,92,495693
9/16/2023,Santa Clara,County,1967585,76,495769
9/17/2023,Santa Clara,County,1967585,46,495815
9/18/2023,Santa Clara,County,1967585,67,495882
9/19/2023,Santa Clara,County,1967585,0,495882
,Santa Clara,County,1967585,19,495901
2/1/2020,Santa Cruz,County,273999,0,0
2/2/2020,Santa Cruz,County,273999,0,0
2/3/2020,Santa Cruz,County,273999,0,0
2/4/2020,Santa Cruz,County,273999,0,0
2/5/2020,Santa Cruz,County,273999,0,0
2/6/2020,Santa Cruz,County,273999,0,0
2/7/2020,Santa Cruz,County,273999,0,0
2/8/2020,Santa Cruz,County,273999,0,0
2/9/2020,Santa Cruz,County,273999,0,0
2/10/2020,Santa Cruz,County,273999,0,0
2/11/2020,Santa Cruz,County,273999,0,0
2/12/2020,Santa Cruz,County,273999,0,0
2/13/2020,Santa Cruz,County,273999,0,0
2/14/2020,Santa Cruz,County,273999,0,0
2/15/2020,Santa Cruz,County,273999,0,0
2/16/2020,Santa Cruz,County,273999,0,0
2/17/2020,Santa Cruz,County,273999,0,0
2/18/2020,Santa Cruz,County,273999,0,0
2/19/2020,Santa Cruz,County,273999,0,0
2/20/2020,Santa Cruz,County,273999,2,2
2/21/2020,Santa Cruz,County,273999,0,2
2/22/2020,Santa Cruz,County,273999,0,2
2/23/2020,Santa Cruz,County,273999,0,2
2/24/2020,Santa Cruz,County,273999,3,5
2/25/2020,Santa Cruz,County,273999,0,5
2/26/2020,Santa Cruz,County,273999,1,6
2/27/2020,Santa Cruz,County,273999,0,6
2/28/2020,Santa Cruz,County,273999,2,8
2/29/2020,Santa Cruz,County,273999,0,8
3/1/2020,Santa Cruz,County,273999,0,8
3/2/2020,Santa Cruz,County,273999,1,9
3/3/2020,Santa Cruz,County,273999,1,10
3/4/2020,Santa Cruz,County,273999,3,13
3/5/2020,Santa Cruz,County,273999,0,13
3/6/2020,Santa Cruz,County,273999,2,15
3/7/2020,Santa Cruz,County,273999,2,17
3/8/2020,Santa Cruz,County,273999,0,17
3/9/2020,Santa Cruz,County,273999,2,19
3/10/2020,Santa Cruz,County,273999,3,22
3/11/2020,Santa Cruz,County,273999,4,26
3/12/2020,Santa Cruz,County,273999,3,29
3/13/2020,Santa Cruz,County,273999,3,32
3/14/2020,Santa Cruz,County,273999,1,33
3/15/2020,Santa Cruz,County,273999,5,38
3/16/2020,Santa Cruz,County,273999,7,45
3/17/2020,Santa Cruz,County,273999,7,52
3/18/2020,Santa Cruz,County,273999,3,55
3/19/2020,Santa Cruz,County,273999,2,57
3/20/2020,Santa Cruz,County,273999,3,60
3/21/2020,Santa Cruz,County,273999,2,62
3/22/2020,Santa Cruz,County,273999,2,64
3/23/2020,Santa Cruz,County,273999,1,65
3/24/2020,Santa Cruz,County,273999,2,67
3/25/2020,Santa Cruz,County,273999,5,72
3/26/2020,Santa Cruz,County,273999,3,75
3/27/2020,Santa Cruz,County,273999,4,79
3/28/2020,Santa Cruz,County,273999,1,80
3/29/2020,Santa Cruz,County,273999,1,81
3/30/2020,Santa Cruz,County,273999,0,81
3/31/2020,Santa Cruz,County,273999,3,84
4/1/2020,Santa Cruz,County,273999,7,91
4/2/2020,Santa Cruz,County,273999,5,96
4/3/2020,Santa Cruz,County,273999,2,98
4/4/2020,Santa Cruz,County,273999,0,98
4/5/2020,Santa Cruz,County,273999,0,98
4/6/2020,Santa Cruz,County,273999,0,98
4/7/2020,Santa Cruz,County,273999,2,100
4/8/2020,Santa Cruz,County,273999,0,100
4/9/2020,Santa Cruz,County,273999,1,101
4/10/2020,Santa Cruz,County,273999,0,101
4/11/2020,Santa Cruz,County,273999,1,102
4/12/2020,Santa Cruz,County,273999,0,102
4/13/2020,Santa Cruz,County,273999,1,103
4/14/2020,Santa Cruz,County,273999,6,109
4/15/2020,Santa Cruz,County,273999,8,117
4/16/2020,Santa Cruz,County,273999,4,121
4/17/2020,Santa Cruz,County,273999,2,123
4/18/2020,Santa Cruz,County,273999,1,124
4/19/2020,Santa Cruz,County,273999,2,126
4/20/2020,Santa Cruz,County,273999,3,129
4/21/2020,Santa Cruz,County,273999,2,131
4/22/2020,Santa Cruz,County,273999,2,133
4/23/2020,Santa Cruz,County,273999,4,137
4/24/2020,Santa Cruz,County,273999,1,138
4/25/2020,Santa Cruz,County,273999,4,142
4/26/2020,Santa Cruz,County,273999,0,142
4/27/2020,Santa Cruz,County,273999,0,142
4/28/2020,Santa Cruz,County,273999,0,142
4/29/2020,Santa Cruz,County,273999,0,142
4/30/2020,Santa Cruz,County,273999,1,143
5/1/2020,Santa Cruz,County,273999,1,144
5/2/2020,Santa Cruz,County,273999,0,144
5/3/2020,Santa Cruz,County,273999,1,145
5/4/2020,Santa Cruz,County,273999,0,145
5/5/2020,Santa Cruz,County,273999,1,146
5/6/2020,Santa Cruz,County,273999,3,149
5/7/2020,Santa Cruz,County,273999,3,152
5/8/2020,Santa Cruz,County,273999,3,155
5/9/2020,Santa Cruz,County,273999,4,159
5/10/2020,Santa Cruz,County,273999,1,160
5/11/2020,Santa Cruz,County,273999,1,161
5/12/2020,Santa Cruz,County,273999,3,164
5/13/2020,Santa Cruz,County,273999,2,166
5/14/2020,Santa Cruz,County,273999,4,170
5/15/2020,Santa Cruz,County,273999,2,172
5/16/2020,Santa Cruz,County,273999,1,173
5/17/2020,Santa Cruz,County,273999,3,176
5/18/2020,Santa Cruz,County,273999,11,187
5/19/2020,Santa Cruz,County,273999,2,189
5/20/2020,Santa Cruz,County,273999,11,200
5/21/2020,Santa Cruz,County,273999,3,203
5/22/2020,Santa Cruz,County,273999,8,211
5/23/2020,Santa Cruz,County,273999,3,214
5/24/2020,Santa Cruz,County,273999,2,216
5/25/2020,Santa Cruz,County,273999,3,219
5/26/2020,Santa Cruz,County,273999,2,221
5/27/2020,Santa Cruz,County,273999,2,223
5/28/2020,Santa Cruz,County,273999,4,227
5/29/2020,Santa Cruz,County,273999,1,228
5/30/2020,Santa Cruz,County,273999,3,231
5/31/2020,Santa Cruz,County,273999,0,231
6/1/2020,Santa Cruz,County,273999,3,234
6/2/2020,Santa Cruz,County,273999,4,238
6/3/2020,Santa Cruz,County,273999,5,243
6/4/2020,Santa Cruz,County,273999,6,249
6/5/2020,Santa Cruz,County,273999,6,255
6/6/2020,Santa Cruz,County,273999,3,258
6/7/2020,Santa Cruz,County,273999,2,260
6/8/2020,Santa Cruz,County,273999,8,268
6/9/2020,Santa Cruz,County,273999,1,269
6/10/2020,Santa Cruz,County,273999,6,275
6/11/2020,Santa Cruz,County,273999,4,279
6/12/2020,Santa Cruz,County,273999,4,283
6/13/2020,Santa Cruz,County,273999,8,291
6/14/2020,Santa Cruz,County,273999,6,297
6/15/2020,Santa Cruz,County,273999,14,311
6/16/2020,Santa Cruz,County,273999,11,322
6/17/2020,Santa Cruz,County,273999,16,338
6/18/2020,Santa Cruz,County,273999,6,344
6/19/2020,Santa Cruz,County,273999,17,361
6/20/2020,Santa Cruz,County,273999,10,371
6/21/2020,Santa Cruz,County,273999,2,373
6/22/2020,Santa Cruz,County,273999,10,383
6/23/2020,Santa Cruz,County,273999,13,396
6/24/2020,Santa Cruz,County,273999,10,406
6/25/2020,Santa Cruz,County,273999,12,418
6/26/2020,Santa Cruz,County,273999,12,430
6/27/2020,Santa Cruz,County,273999,7,437
6/28/2020,Santa Cruz,County,273999,7,444
6/29/2020,Santa Cruz,County,273999,23,467
6/30/2020,Santa Cruz,County,273999,18,485
7/1/2020,Santa Cruz,County,273999,26,511
7/2/2020,Santa Cruz,County,273999,24,535
7/3/2020,Santa Cruz,County,273999,23,558
7/4/2020,Santa Cruz,County,273999,14,572
7/5/2020,Santa Cruz,County,273999,10,582
7/6/2020,Santa Cruz,County,273999,18,600
7/7/2020,Santa Cruz,County,273999,22,622
7/8/2020,Santa Cruz,County,273999,34,656
7/9/2020,Santa Cruz,County,273999,33,689
7/10/2020,Santa Cruz,County,273999,27,716
7/11/2020,Santa Cruz,County,273999,28,744
7/12/2020,Santa Cruz,County,273999,31,775
7/13/2020,Santa Cruz,County,273999,42,817
7/14/2020,Santa Cruz,County,273999,38,855
7/15/2020,Santa Cruz,County,273999,39,894
7/16/2020,Santa Cruz,County,273999,36,930
7/17/2020,Santa Cruz,County,273999,41,971
7/18/2020,Santa Cruz,County,273999,22,993
7/19/2020,Santa Cruz,County,273999,17,1010
7/20/2020,Santa Cruz,County,273999,44,1054
7/21/2020,Santa Cruz,County,273999,32,1086
7/22/2020,Santa Cruz,County,273999,33,1119
7/23/2020,Santa Cruz,County,273999,24,1143
7/24/2020,Santa Cruz,County,273999,36,1179
7/25/2020,Santa Cruz,County,273999,20,1199
7/26/2020,Santa Cruz,County,273999,17,1216
7/27/2020,Santa Cruz,County,273999,27,1243
7/28/2020,Santa Cruz,County,273999,24,1267
7/29/2020,Santa Cruz,County,273999,27,1294
7/30/2020,Santa Cruz,County,273999,24,1318
7/31/2020,Santa Cruz,County,273999,28,1346
8/1/2020,Santa Cruz,County,273999,23,1369
8/2/2020,Santa Cruz,County,273999,16,1385
8/3/2020,Santa Cruz,County,273999,20,1405
8/4/2020,Santa Cruz,County,273999,20,1425
8/5/2020,Santa Cruz,County,273999,19,1444
8/6/2020,Santa Cruz,County,273999,20,1464
8/7/2020,Santa Cruz,County,273999,21,1485
8/8/2020,Santa Cruz,County,273999,18,1503
8/9/2020,Santa Cruz,County,273999,14,1517
8/10/2020,Santa Cruz,County,273999,24,1541
8/11/2020,Santa Cruz,County,273999,20,1561
8/12/2020,Santa Cruz,County,273999,23,1584
8/13/2020,Santa Cruz,County,273999,29,1613
8/14/2020,Santa Cruz,County,273999,25,1638
8/15/2020,Santa Cruz,County,273999,22,1660
8/16/2020,Santa Cruz,County,273999,21,1681
8/17/2020,Santa Cruz,County,273999,27,1708
8/18/2020,Santa Cruz,County,273999,16,1724
8/19/2020,Santa Cruz,County,273999,13,1737
8/20/2020,Santa Cruz,County,273999,26,1763
8/21/2020,Santa Cruz,County,273999,13,1776
8/22/2020,Santa Cruz,County,273999,12,1788
8/23/2020,Santa Cruz,County,273999,16,1804
8/24/2020,Santa Cruz,County,273999,26,1830
8/25/2020,Santa Cruz,County,273999,20,1850
8/26/2020,Santa Cruz,County,273999,19,1869
8/27/2020,Santa Cruz,County,273999,11,1880
8/28/2020,Santa Cruz,County,273999,17,1897
8/29/2020,Santa Cruz,County,273999,12,1909
8/30/2020,Santa Cruz,County,273999,12,1921
8/31/2020,Santa Cruz,County,273999,26,1947
9/1/2020,Santa Cruz,County,273999,25,1972
9/2/2020,Santa Cruz,County,273999,24,1996
9/3/2020,Santa Cruz,County,273999,23,2019
9/4/2020,Santa Cruz,County,273999,15,2034
9/5/2020,Santa Cruz,County,273999,17,2051
9/6/2020,Santa Cruz,County,273999,8,2059
9/7/2020,Santa Cruz,County,273999,7,2066
9/8/2020,Santa Cruz,County,273999,28,2094
9/9/2020,Santa Cruz,County,273999,28,2122
9/10/2020,Santa Cruz,County,273999,23,2145
9/11/2020,Santa Cruz,County,273999,15,2160
9/12/2020,Santa Cruz,County,273999,17,2177
9/13/2020,Santa Cruz,County,273999,12,2189
9/14/2020,Santa Cruz,County,273999,34,2223
9/15/2020,Santa Cruz,County,273999,22,2245
9/16/2020,Santa Cruz,County,273999,26,2271
9/17/2020,Santa Cruz,County,273999,41,2312
9/18/2020,Santa Cruz,County,273999,16,2328
9/19/2020,Santa Cruz,County,273999,20,2348
9/20/2020,Santa Cruz,County,273999,14,2362
9/21/2020,Santa Cruz,County,273999,20,2382
9/22/2020,Santa Cruz,County,273999,16,2398
9/23/2020,Santa Cruz,County,273999,24,2422
9/24/2020,Santa Cruz,County,273999,19,2441
9/25/2020,Santa Cruz,County,273999,20,2461
9/26/2020,Santa Cruz,County,273999,12,2473
9/27/2020,Santa Cruz,County,273999,8,2481
9/28/2020,Santa Cruz,County,273999,22,2503
9/29/2020,Santa Cruz,County,273999,10,2513
9/30/2020,Santa Cruz,County,273999,15,2528
10/1/2020,Santa Cruz,County,273999,13,2541
10/2/2020,Santa Cruz,County,273999,15,2556
10/3/2020,Santa Cruz,County,273999,17,2573
10/4/2020,Santa Cruz,County,273999,8,2581
10/5/2020,Santa Cruz,County,273999,16,2597
10/6/2020,Santa Cruz,County,273999,12,2609
10/7/2020,Santa Cruz,County,273999,22,2631
10/8/2020,Santa Cruz,County,273999,12,2643
10/9/2020,Santa Cruz,County,273999,12,2655
10/10/2020,Santa Cruz,County,273999,9,2664
10/11/2020,Santa Cruz,County,273999,14,2678
10/12/2020,Santa Cruz,County,273999,14,2692
10/13/2020,Santa Cruz,County,273999,17,2709
10/14/2020,Santa Cruz,County,273999,18,2727
10/15/2020,Santa Cruz,County,273999,10,2737
10/16/2020,Santa Cruz,County,273999,14,2751
10/17/2020,Santa Cruz,County,273999,13,2764
10/18/2020,Santa Cruz,County,273999,14,2778
10/19/2020,Santa Cruz,County,273999,14,2792
10/20/2020,Santa Cruz,County,273999,17,2809
10/21/2020,Santa Cruz,County,273999,23,2832
10/22/2020,Santa Cruz,County,273999,23,2855
10/23/2020,Santa Cruz,County,273999,18,2873
10/24/2020,Santa Cruz,County,273999,14,2887
10/25/2020,Santa Cruz,County,273999,19,2906
10/26/2020,Santa Cruz,County,273999,27,2933
10/27/2020,Santa Cruz,County,273999,26,2959
10/28/2020,Santa Cruz,County,273999,30,2989
10/29/2020,Santa Cruz,County,273999,31,3020
10/30/2020,Santa Cruz,County,273999,25,3045
10/31/2020,Santa Cruz,County,273999,18,3063
11/1/2020,Santa Cruz,County,273999,35,3098
11/2/2020,Santa Cruz,County,273999,53,3151
11/3/2020,Santa Cruz,County,273999,42,3193
11/4/2020,Santa Cruz,County,273999,50,3243
11/5/2020,Santa Cruz,County,273999,37,3280
11/6/2020,Santa Cruz,County,273999,38,3318
11/7/2020,Santa Cruz,County,273999,38,3356
11/8/2020,Santa Cruz,County,273999,38,3394
11/9/2020,Santa Cruz,County,273999,57,3451
11/10/2020,Santa Cruz,County,273999,58,3509
11/11/2020,Santa Cruz,County,273999,62,3571
11/12/2020,Santa Cruz,County,273999,68,3639
11/13/2020,Santa Cruz,County,273999,83,3722
11/14/2020,Santa Cruz,County,273999,74,3796
11/15/2020,Santa Cruz,County,273999,55,3851
11/16/2020,Santa Cruz,County,273999,141,3992
11/17/2020,Santa Cruz,County,273999,73,4065
11/18/2020,Santa Cruz,County,273999,86,4151
11/19/2020,Santa Cruz,County,273999,89,4240
11/20/2020,Santa Cruz,County,273999,92,4332
11/21/2020,Santa Cruz,County,273999,65,4397
11/22/2020,Santa Cruz,County,273999,57,4454
11/23/2020,Santa Cruz,County,273999,83,4537
11/24/2020,Santa Cruz,County,273999,110,4647
11/25/2020,Santa Cruz,County,273999,113,4760
11/26/2020,Santa Cruz,County,273999,53,4813
11/27/2020,Santa Cruz,County,273999,133,4946
11/28/2020,Santa Cruz,County,273999,71,5017
11/29/2020,Santa Cruz,County,273999,76,5093
11/30/2020,Santa Cruz,County,273999,160,5253
12/1/2020,Santa Cruz,County,273999,139,5392
12/2/2020,Santa Cruz,County,273999,158,5550
12/3/2020,Santa Cruz,County,273999,132,5682
12/4/2020,Santa Cruz,County,273999,144,5826
12/5/2020,Santa Cruz,County,273999,89,5915
12/6/2020,Santa Cruz,County,273999,73,5988
12/7/2020,Santa Cruz,County,273999,177,6165
12/8/2020,Santa Cruz,County,273999,164,6329
12/9/2020,Santa Cruz,County,273999,181,6510
12/10/2020,Santa Cruz,County,273999,161,6671
12/11/2020,Santa Cruz,County,273999,166,6837
12/12/2020,Santa Cruz,County,273999,119,6956
12/13/2020,Santa Cruz,County,273999,98,7054
12/14/2020,Santa Cruz,County,273999,247,7301
12/15/2020,Santa Cruz,County,273999,182,7483
12/16/2020,Santa Cruz,County,273999,187,7670
12/17/2020,Santa Cruz,County,273999,188,7858
12/18/2020,Santa Cruz,County,273999,156,8014
12/19/2020,Santa Cruz,County,273999,119,8133
12/20/2020,Santa Cruz,County,273999,106,8239
12/21/2020,Santa Cruz,County,273999,210,8449
12/22/2020,Santa Cruz,County,273999,207,8656
12/23/2020,Santa Cruz,County,273999,183,8839
12/24/2020,Santa Cruz,County,273999,159,8998
12/25/2020,Santa Cruz,County,273999,79,9077
12/26/2020,Santa Cruz,County,273999,150,9227
12/27/2020,Santa Cruz,County,273999,131,9358
12/28/2020,Santa Cruz,County,273999,258,9616
12/29/2020,Santa Cruz,County,273999,258,9874
12/30/2020,Santa Cruz,County,273999,266,10140
12/31/2020,Santa Cruz,County,273999,174,10314
1/1/2021,Santa Cruz,County,273999,118,10432
1/2/2021,Santa Cruz,County,273999,180,10612
1/3/2021,Santa Cruz,County,273999,155,10767
1/4/2021,Santa Cruz,County,273999,305,11072
1/5/2021,Santa Cruz,County,273999,288,11360
1/6/2021,Santa Cruz,County,273999,273,11633
1/7/2021,Santa Cruz,County,273999,219,11852
1/8/2021,Santa Cruz,County,273999,209,12061
1/9/2021,Santa Cruz,County,273999,142,12203
1/10/2021,Santa Cruz,County,273999,95,12298
1/11/2021,Santa Cruz,County,273999,213,12511
1/12/2021,Santa Cruz,County,273999,180,12691
1/13/2021,Santa Cruz,County,273999,215,12906
1/14/2021,Santa Cruz,County,273999,173,13079
1/15/2021,Santa Cruz,County,273999,147,13226
1/16/2021,Santa Cruz,County,273999,109,13335
1/17/2021,Santa Cruz,County,273999,59,13394
1/18/2021,Santa Cruz,County,273999,112,13506
1/19/2021,Santa Cruz,County,273999,133,13639
1/20/2021,Santa Cruz,County,273999,117,13756
1/21/2021,Santa Cruz,County,273999,107,13863
1/22/2021,Santa Cruz,County,273999,84,13947
1/23/2021,Santa Cruz,County,273999,58,14005
1/24/2021,Santa Cruz,County,273999,58,14063
1/25/2021,Santa Cruz,County,273999,86,14149
1/26/2021,Santa Cruz,County,273999,87,14236
1/27/2021,Santa Cruz,County,273999,66,14302
1/28/2021,Santa Cruz,County,273999,70,14372
1/29/2021,Santa Cruz,County,273999,89,14461
1/30/2021,Santa Cruz,County,273999,53,14514
1/31/2021,Santa Cruz,County,273999,40,14554
2/1/2021,Santa Cruz,County,273999,95,14649
2/2/2021,Santa Cruz,County,273999,53,14702
2/3/2021,Santa Cruz,County,273999,59,14761
2/4/2021,Santa Cruz,County,273999,55,14816
2/5/2021,Santa Cruz,County,273999,33,14849
2/6/2021,Santa Cruz,County,273999,21,14870
2/7/2021,Santa Cruz,County,273999,31,14901
2/8/2021,Santa Cruz,County,273999,54,14955
2/9/2021,Santa Cruz,County,273999,39,14994
2/10/2021,Santa Cruz,County,273999,51,15045
2/11/2021,Santa Cruz,County,273999,36,15081
2/12/2021,Santa Cruz,County,273999,23,15104
2/13/2021,Santa Cruz,County,273999,20,15124
2/14/2021,Santa Cruz,County,273999,27,15151
2/15/2021,Santa Cruz,County,273999,28,15179
2/16/2021,Santa Cruz,County,273999,32,15211
2/17/2021,Santa Cruz,County,273999,20,15231
2/18/2021,Santa Cruz,County,273999,33,15264
